CMD_ID,CMD_PKT_NAME,CMD_PKT_RELID,qry_icd_cmd_definitions_agg_spec_SHORT_DESCRIPTION,qry_icd_cmd_definitions_agg_spec_DESCRIPTION,SEQUENCE_NUMBER,AGGREGATE_SPEC_RELID,MAX_LENGTH,DATA_ITEM_RELID,CONSTRAINT_RELID,ENDIAN_RELID,DATA_ITEM_NAME,UNITS,DATA_TYPE_RELID,ARRAY_RELID,ENUM_RELID,ANALOG_RELID,data_item_SHORT_DESCRIPTION,data_item_DESCRIPTION,DATA_TYPE_NAME,NUM_BITS,ENDIAN_NAME,LOW_VALUE,HIGH_VALUE,ARRAY_NAME,NUM_DIMENSIONS,DIM_1_SIZE,DIM_2_SIZE,ANALOG_NAME,NUM_COEF,COEF_0,COEF_1
97,ACS_RAW_TAKEPHOTO,518,ACS Raw - Take Photo,"Take images with commanded settings, and store for later downlink.",70,27047,8,250163,,3,ARC_TP_BUFNUM,,24,,,,ACS Raw Command - Buffer Number,"Video storage buffer in which to place photo image. If Num >1, this is ignored and photos automatically get stored starting at buffer 1.",UInt8,8,big_endian,,,,,,,,,,
97,ACS_RAW_TORQRODCTRL,514,ACS Raw - Torque Rod Control,Set operation state of one or all torque rods,10,27029,4,250141,1830,3,ARC_APID,,24,,,,ACS Raw Command - Application Identifier,,UInt8,8,big_endian,10,10,,,,,,,,
97,ACS_RAW_TORQRODCTRL,514,ACS Raw - Torque Rod Control,Set operation state of one or all torque rods,20,27030,4,250142,1851,3,ARC_OPCODE,,24,,,,ACS Raw Command - Operation Code,,UInt8,8,big_endian,1,1,,,,,,,,
97,ACS_RAW_TORQRODCTRL,514,ACS Raw - Torque Rod Control,Set operation state of one or all torque rods,30,27031,4,250155,,3,ARC_RODNUM,,24,,4521,,ACS Raw Command - Torque Rod Number,Select which rod to set (zero sets all three rods),UInt8,8,big_endian,,,,,,,,,,
97,ACS_RAW_TORQRODCTRL,514,ACS Raw - Torque Rod Control,Set operation state of one or all torque rods,40,27032,4,250156,,3,ARC_ROD_CTRLCODE,,24,,4522,,ACS Raw Command - Torque Rod Control Code,,UInt8,8,big_endian,,,,,,,,,,
98,ACS_WH_MODE,502,ACS Wheel Mode,,10,25005,2,26003,,2,ACS_CMD_WHEEL,,24,,4520,,ACS Set Wheel Mode Command Wheel,,UInt8,8,little_endian,,,,,,,,,,
98,ACS_WH_MODE,502,ACS Wheel Mode,,20,25006,2,26004,,2,ACS_CMD_WHEEL_MODE,,24,,4519,,ACS Set Wheel Mode Command Mode,,UInt8,8,little_endian,,,,,,,,,,
99,ACS_GET_IMAGE,503,ACS Get Star Tracker Image,,10,25007,22,26005,,2,ACS_CMD_IMAGE_NUM,,24,,,,ACS Get Image Cmd - Number,,UInt8,8,little_endian,,,,,,,,,,
99,ACS_GET_IMAGE,503,ACS Get Star Tracker Image,,20,25008,22,26006,,2,ACS_CMD_START_DWORD,dwords,26,,,,ACS Get Image Cmd - Start Dword,,UInt32,32,little_endian,,,,,,,,,,
99,ACS_GET_IMAGE,503,ACS Get Star Tracker Image,,30,25009,22,26007,,2,ACS_CMD_NUM_DWORDS,dwords,26,,,,ACS Get Image Cmd - Num Dwords,,UInt32,32,little_endian,,,,,,,,,,
99,ACS_GET_IMAGE,503,ACS Get Star Tracker Image,,35,25012,22,26010,,2,ACS_CMD_FILE_ID_FORMAT,,24,,4600,,ACS Get Image Cmd - File ID Format,,UInt8,8,little_endian,,,,,,,,,,
99,ACS_GET_IMAGE,503,ACS Get Star Tracker Image,,36,25013,22,26011,,2,ACS_CMD_FILE_PREFIX,,301,1211,,,ACS Get Image Cmd - File Prefix,,Character,8,little_endian,,,FILE_PREFIX,1,4,,,,,
99,ACS_GET_IMAGE,503,ACS Get Star Tracker Image,,40,25010,22,26008,,2,ACS_CMD_FILE_ID_LSW,,26,,,,ACS Get Image Cmd - File ID Least Significant Word,,UInt32,32,little_endian,,,,,,,,,,
99,ACS_GET_IMAGE,503,ACS Get Star Tracker Image,,50,25011,22,26009,,2,ACS_CMD_FILE_ID_MSW,,26,,,,ACS Get Image Cmd - File ID Most Significant Word,,UInt32,32,little_endian,,,,,,,,,,
112,SYNC_TIME,489,Syncronize Time Sources,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
113,SHELL_CMD,550,Linux Shell - Input Command,This command forwards a command string to a bash child process that the FSW application maintains.  Output from the shell process is available in the SHELLTLM telemetry packet.,10,1870,476,1870,,2,CMD_STR,,301,1151,,,Linux Shell Command String,The command text string which is passed to the shell child process as input.  The FSW will handle adding the terminating newline character.    The size of this string is determined implicitly by the total length of the command packet obtained from the packet header.,Character,8,little_endian,,,SHELL_CMD,1,476,,,,,
114,FILE_COMMIT_ID,71,File Load Commit By File ID,"Save the contents of all or a portion of a memory region to file.   The destination file is specified by node, prefix, and File ID: <nn>_<pppp>_<iiiiiiiiiiiiiiii> or <nn>_<pppp>_<aaaaaaaa>.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",10,2350,27,2350,,2,FILE_ID_LSW,,26,,,,File Commit File ID Least Significant Word,The least significant 32 bits of the 64-bit File ID.  This value determines the file name when it is saved.    The value may be interprerted as either an 16 byte integer or an 8 byte ASCII string depending on the FLAG_ID_ASCII parameter.,UInt32,32,little_endian,,,,,,,,,,
114,FILE_COMMIT_ID,71,File Load Commit By File ID,"Save the contents of all or a portion of a memory region to file.   The destination file is specified by node, prefix, and File ID: <nn>_<pppp>_<iiiiiiiiiiiiiiii> or <nn>_<pppp>_<aaaaaaaa>.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",20,2351,27,2351,,2,FILE_ID_MSW,,26,,,,File Commit File ID Most Significant Word,The most significant 32 bits of the 64-bit File ID.  This value determines the file name when it is saved.    The value may be interprerted as either an 16 byte integer or an 8 byte ASCII string depending on the FLAG_ID_ASCII parameter.,UInt32,32,little_endian,,,,,,,,,,
114,FILE_COMMIT_ID,71,File Load Commit By File ID,"Save the contents of all or a portion of a memory region to file.   The destination file is specified by node, prefix, and File ID: <nn>_<pppp>_<iiiiiiiiiiiiiiii> or <nn>_<pppp>_<aaaaaaaa>.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",30,2352,27,2352,,2,FILE_NODE_ID,,24,,50,,File Commit File Node ID,The node ID to which the file is assigned.  This determines the directory where the file is saved and portions of the file name.,UInt8,8,little_endian,,,,,,,,,,
114,FILE_COMMIT_ID,71,File Load Commit By File ID,"Save the contents of all or a portion of a memory region to file.   The destination file is specified by node, prefix, and File ID: <nn>_<pppp>_<iiiiiiiiiiiiiiii> or <nn>_<pppp>_<aaaaaaaa>.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",33,2381,27,2363,,2,SOURCE_NODE_ID,,24,,50,,File Commit Source Node ID,The node ID of the memory region to save to file.,UInt8,8,little_endian,,,,,,,,,,
114,FILE_COMMIT_ID,71,File Load Commit By File ID,"Save the contents of all or a portion of a memory region to file.   The destination file is specified by node, prefix, and File ID: <nn>_<pppp>_<iiiiiiiiiiiiiiii> or <nn>_<pppp>_<aaaaaaaa>.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",35,2357,27,2357,,2,MEM_ID,,24,,,,File Commit Memory Region ID,The ID of the memory region to save to file. This is qualified by the SOURCE_NODE_ID parameter value.,UInt8,8,little_endian,,,,,,,,,,
114,FILE_COMMIT_ID,71,File Load Commit By File ID,"Save the contents of all or a portion of a memory region to file.   The destination file is specified by node, prefix, and File ID: <nn>_<pppp>_<iiiiiiiiiiiiiiii> or <nn>_<pppp>_<aaaaaaaa>.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",37,2358,27,2358,,2,MEM_SUBID,,24,,,,File Commit Memory Region SubID,The Sub-ID of the memory region to save to file. This is qualified by the SOURCE_NODE_ID parameter value.,UInt8,8,little_endian,,,,,,,,,,
114,FILE_COMMIT_ID,71,File Load Commit By File ID,"Save the contents of all or a portion of a memory region to file.   The destination file is specified by node, prefix, and File ID: <nn>_<pppp>_<iiiiiiiiiiiiiiii> or <nn>_<pppp>_<aaaaaaaa>.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",40,2353,27,2353,,2,FLAG_CHKSUM,,1,,4,,File Commit Flag - Verify Checksum,"If YES, verify the memory range checksum againt the CHECKSUM value and abort the save operation if the values do not match.  Otherwise, save the memory data without validation.",1BitUInt8,1,little_endian,,,,,,,,,,
114,FILE_COMMIT_ID,71,File Load Commit By File ID,"Save the contents of all or a portion of a memory region to file.   The destination file is specified by node, prefix, and File ID: <nn>_<pppp>_<iiiiiiiiiiiiiiii> or <nn>_<pppp>_<aaaaaaaa>.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",42,2359,27,2359,,2,FLAG_LENGTH,,1,,4,,File Commit Flag - Specify Length,"If YES, the NUM_BYTES parameter provides the number of bytes of the memory region to save.  Otherwise, save the entire memory region.",1BitUInt8,1,little_endian,,,,,,,,,,
114,FILE_COMMIT_ID,71,File Load Commit By File ID,"Save the contents of all or a portion of a memory region to file.   The destination file is specified by node, prefix, and File ID: <nn>_<pppp>_<iiiiiiiiiiiiiiii> or <nn>_<pppp>_<aaaaaaaa>.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",44,2360,27,2360,,2,FLAG_APPEND,,1,,4,,File Commit Flag - Append to file,"If YES, append the memory region data to an already existing file.  Otherwise, overwrite the target file if it exists.",1BitUInt8,1,little_endian,,,,,,,,,,
114,FILE_COMMIT_ID,71,File Load Commit By File ID,"Save the contents of all or a portion of a memory region to file.   The destination file is specified by node, prefix, and File ID: <nn>_<pppp>_<iiiiiiiiiiiiiiii> or <nn>_<pppp>_<aaaaaaaa>.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",46,2383,27,2365,,2,FLAG_ID_ASCII,,1,,4,,File Commit Flag - ID is ASCII characters,,1BitUInt8,1,little_endian,,,,,,,,,,
114,FILE_COMMIT_ID,71,File Load Commit By File ID,"Save the contents of all or a portion of a memory region to file.   The destination file is specified by node, prefix, and File ID: <nn>_<pppp>_<iiiiiiiiiiiiiiii> or <nn>_<pppp>_<aaaaaaaa>.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",48,2361,27,2361,,2,FLAG_SPARE,,188,,,,File Commit Flags - Spare Bits,,4BitUInt8,4,little_endian,,,,,,,,,,
114,FILE_COMMIT_ID,71,File Load Commit By File ID,"Save the contents of all or a portion of a memory region to file.   The destination file is specified by node, prefix, and File ID: <nn>_<pppp>_<iiiiiiiiiiiiiiii> or <nn>_<pppp>_<aaaaaaaa>.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",50,2354,27,2354,,2,CHECKSUM,,25,,,,File Commit Checksum,"If the FLAG_CHKSUM parameter is YES, the specified memory range is checksummed and compared against this value.  The data will not be saved to file if the checksum values mismatch.",UInt16,16,little_endian,,,,,,,,,,
114,FILE_COMMIT_ID,71,File Load Commit By File ID,"Save the contents of all or a portion of a memory region to file.   The destination file is specified by node, prefix, and File ID: <nn>_<pppp>_<iiiiiiiiiiiiiiii> or <nn>_<pppp>_<aaaaaaaa>.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",60,2355,27,2355,,2,MEM_OFFSET,bytes,26,,,,File Commit Memory Region Starting Offset,The byte offset into the memory region to save to file.,UInt32,32,little_endian,,,,,,,,,,
114,FILE_COMMIT_ID,71,File Load Commit By File ID,"Save the contents of all or a portion of a memory region to file.   The destination file is specified by node, prefix, and File ID: <nn>_<pppp>_<iiiiiiiiiiiiiiii> or <nn>_<pppp>_<aaaaaaaa>.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",70,2356,27,2356,,2,NUM_BYTES,bytes,26,,,,File Commit Number of Bytes,The number of bytes of the memory region to save.  This parameter is ignored if the FLAG_LENGTH parameter is NO.,UInt32,32,little_endian,,,,,,,,,,
114,FILE_COMMIT_ID,71,File Load Commit By File ID,"Save the contents of all or a portion of a memory region to file.   The destination file is specified by node, prefix, and File ID: <nn>_<pppp>_<iiiiiiiiiiiiiiii> or <nn>_<pppp>_<aaaaaaaa>.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",80,2382,27,2364,,2,FILE_PREFIX,,301,1211,,,File Commit File Prefix String,A four character ASCII prefix used to generate the file name when stored to disk.,Character,8,little_endian,,,FILE_PREFIX,1,4,,,,,
115,SHELL_RESET,551,Linux Shell - Reset Process,Kill the bash shell child process and all of the processes in its process group and then restart the shell process.,,,0,,,,,,,,,,,,,,,,,,,,,,,,
116,FILE_COMMIT_ARB,72,File Load Commit By Arbitrary Path,"Save the contents of all or a portion of a memory region to file.  The destination file is specified by a file path string.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",10,2380,270,2363,,2,SOURCE_NODE_ID,,24,,50,,File Commit Source Node ID,The node ID of the memory region to save to file.,UInt8,8,little_endian,,,,,,,,,,
116,FILE_COMMIT_ARB,72,File Load Commit By Arbitrary Path,"Save the contents of all or a portion of a memory region to file.  The destination file is specified by a file path string.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",20,2371,270,2357,,2,MEM_ID,,24,,,,File Commit Memory Region ID,The ID of the memory region to save to file. This is qualified by the SOURCE_NODE_ID parameter value.,UInt8,8,little_endian,,,,,,,,,,
116,FILE_COMMIT_ARB,72,File Load Commit By Arbitrary Path,"Save the contents of all or a portion of a memory region to file.  The destination file is specified by a file path string.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",30,2372,270,2358,,2,MEM_SUBID,,24,,,,File Commit Memory Region SubID,The Sub-ID of the memory region to save to file. This is qualified by the SOURCE_NODE_ID parameter value.,UInt8,8,little_endian,,,,,,,,,,
116,FILE_COMMIT_ARB,72,File Load Commit By Arbitrary Path,"Save the contents of all or a portion of a memory region to file.  The destination file is specified by a file path string.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",40,2373,270,2353,,2,FLAG_CHKSUM,,1,,4,,File Commit Flag - Verify Checksum,"If YES, verify the memory range checksum againt the CHECKSUM value and abort the save operation if the values do not match.  Otherwise, save the memory data without validation.",1BitUInt8,1,little_endian,,,,,,,,,,
116,FILE_COMMIT_ARB,72,File Load Commit By Arbitrary Path,"Save the contents of all or a portion of a memory region to file.  The destination file is specified by a file path string.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",50,2374,270,2359,,2,FLAG_LENGTH,,1,,4,,File Commit Flag - Specify Length,"If YES, the NUM_BYTES parameter provides the number of bytes of the memory region to save.  Otherwise, save the entire memory region.",1BitUInt8,1,little_endian,,,,,,,,,,
116,FILE_COMMIT_ARB,72,File Load Commit By Arbitrary Path,"Save the contents of all or a portion of a memory region to file.  The destination file is specified by a file path string.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",60,2375,270,2360,,2,FLAG_APPEND,,1,,4,,File Commit Flag - Append to file,"If YES, append the memory region data to an already existing file.  Otherwise, overwrite the target file if it exists.",1BitUInt8,1,little_endian,,,,,,,,,,
116,FILE_COMMIT_ARB,72,File Load Commit By Arbitrary Path,"Save the contents of all or a portion of a memory region to file.  The destination file is specified by a file path string.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",65,2384,270,2365,,2,FLAG_ID_ASCII,,1,,4,,File Commit Flag - ID is ASCII characters,,1BitUInt8,1,little_endian,,,,,,,,,,
116,FILE_COMMIT_ARB,72,File Load Commit By Arbitrary Path,"Save the contents of all or a portion of a memory region to file.  The destination file is specified by a file path string.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",70,2376,270,2361,,2,FLAG_SPARE,,188,,,,File Commit Flags - Spare Bits,,4BitUInt8,4,little_endian,,,,,,,,,,
116,FILE_COMMIT_ARB,72,File Load Commit By Arbitrary Path,"Save the contents of all or a portion of a memory region to file.  The destination file is specified by a file path string.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",80,2377,270,2354,,2,CHECKSUM,,25,,,,File Commit Checksum,"If the FLAG_CHKSUM parameter is YES, the specified memory range is checksummed and compared against this value.  The data will not be saved to file if the checksum values mismatch.",UInt16,16,little_endian,,,,,,,,,,
116,FILE_COMMIT_ARB,72,File Load Commit By Arbitrary Path,"Save the contents of all or a portion of a memory region to file.  The destination file is specified by a file path string.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",90,2378,270,2355,,2,MEM_OFFSET,bytes,26,,,,File Commit Memory Region Starting Offset,The byte offset into the memory region to save to file.,UInt32,32,little_endian,,,,,,,,,,
116,FILE_COMMIT_ARB,72,File Load Commit By Arbitrary Path,"Save the contents of all or a portion of a memory region to file.  The destination file is specified by a file path string.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",100,2379,270,2356,,2,NUM_BYTES,bytes,26,,,,File Commit Number of Bytes,The number of bytes of the memory region to save.  This parameter is ignored if the FLAG_LENGTH parameter is NO.,UInt32,32,little_endian,,,,,,,,,,
116,FILE_COMMIT_ARB,72,File Load Commit By Arbitrary Path,"Save the contents of all or a portion of a memory region to file.  The destination file is specified by a file path string.   Although this may be used to save any defined memory region, Bus region 0x16 provides a 1 MB buffer to do a file load from the ground to the Bus.",110,2370,270,2362,,2,FILE_PATH,,301,1210,,,File Commit File Path String,The file system path of the file to save the memory region to.  The size of this string is determined implicitly by the total length of the command packet obtained from the packet header.,Character,8,little_endian,,,FILE_PATH_ARB,1,255,,,,,
117,FILE_DUMP_ARB,73,File Dump By Arbitrary Path,Request one or more copes of a file be sent as a series of file dump telemetry.  The source file is specified by file path string.  The target inteface must be registered to send Bus telemetry frames through the Bus Telemetry Stream service (#5).  The state of the dump operation is provided in telemetry packet FILEDUMPCB.,10,2250,267,15137,,2,TLM_IF,,24,,50,,Telemetry Interface (node) Select,The target telemetry interface node for the command.  This This node must be registered to receive telemetry frames from the bus through the Bus Telemetry Stream  (#5) service.,UInt8,8,little_endian,,,,,,,,,,
117,FILE_DUMP_ARB,73,File Dump By Arbitrary Path,Request one or more copes of a file be sent as a series of file dump telemetry.  The source file is specified by file path string.  The target inteface must be registered to send Bus telemetry frames through the Bus Telemetry Stream service (#5).  The state of the dump operation is provided in telemetry packet FILEDUMPCB.,20,2251,267,2203,,2,NUM_COPIES,,24,,,,File Dump Number of Copies,The number of copies of the file to dump (1 - 255).,UInt8,8,little_endian,,,,,,,,,,
117,FILE_DUMP_ARB,73,File Dump By Arbitrary Path,Request one or more copes of a file be sent as a series of file dump telemetry.  The source file is specified by file path string.  The target inteface must be registered to send Bus telemetry frames through the Bus Telemetry Stream service (#5).  The state of the dump operation is provided in telemetry packet FILEDUMPCB.,23,2257,267,2211,,2,FLAG_LENGTH,,1,,4,,File Dump Flags - Specify Length,"If YES, the NUM_BYTES parameter provides the number of bytes of the file to dump for each copy.  Otherwise, dump the entire file for each copy.",1BitUInt8,1,little_endian,,,,,,,,,,
117,FILE_DUMP_ARB,73,File Dump By Arbitrary Path,Request one or more copes of a file be sent as a series of file dump telemetry.  The source file is specified by file path string.  The target inteface must be registered to send Bus telemetry frames through the Bus Telemetry Stream service (#5).  The state of the dump operation is provided in telemetry packet FILEDUMPCB.,25,2256,267,2210,,2,FLAG_ID_ASCII,,1,,4,,File Dump Flags - File ID is ASCII,"If YES, the 64-bit File ID is interpreted as an 8 character ASCII string.  Otherwise, it is interpreted as an 16 byte long integer.",1BitUInt8,1,little_endian,,,,,,,,,,
117,FILE_DUMP_ARB,73,File Dump By Arbitrary Path,Request one or more copes of a file be sent as a series of file dump telemetry.  The source file is specified by file path string.  The target inteface must be registered to send Bus telemetry frames through the Bus Telemetry Stream service (#5).  The state of the dump operation is provided in telemetry packet FILEDUMPCB.,30,2252,267,2204,,2,FLAG_SPARE,,190,,,,File Dump Flags - Spare,,6BitUInt8,6,little_endian,,,,,,,,,,
117,FILE_DUMP_ARB,73,File Dump By Arbitrary Path,Request one or more copes of a file be sent as a series of file dump telemetry.  The source file is specified by file path string.  The target inteface must be registered to send Bus telemetry frames through the Bus Telemetry Stream service (#5).  The state of the dump operation is provided in telemetry packet FILEDUMPCB.,40,2253,267,2205,,2,FILE_OFFSET,bytes,26,,,,File Dump File Offset Start,The byte offset into the file where to begin the dump for each copy.,UInt32,32,little_endian,,,,,,,,,,
117,FILE_DUMP_ARB,73,File Dump By Arbitrary Path,Request one or more copes of a file be sent as a series of file dump telemetry.  The source file is specified by file path string.  The target inteface must be registered to send Bus telemetry frames through the Bus Telemetry Stream service (#5).  The state of the dump operation is provided in telemetry packet FILEDUMPCB.,50,2254,267,2206,,2,NUM_BYTES,bytes,26,,,,File Dump Number of Bytes to Dump,If The number of bytes of the file to dump for each copy.,UInt32,32,little_endian,,,,,,,,,,
117,FILE_DUMP_ARB,73,File Dump By Arbitrary Path,Request one or more copes of a file be sent as a series of file dump telemetry.  The source file is specified by file path string.  The target inteface must be registered to send Bus telemetry frames through the Bus Telemetry Stream service (#5).  The state of the dump operation is provided in telemetry packet FILEDUMPCB.,60,2255,267,2209,,2,FILE_PATH,,301,1210,,,File Dump File Path String,The file system path of the file to dump.  The size of this string is determined implicitly by the total length of the command packet obtained from the packet header.,Character,8,little_endian,,,FILE_PATH_ARB,1,255,,,,,
118,MEM_COPY,1002,Memory Copy,Copy a number of bytes starting at an offset in a source memory region to an offset in a destination memory region.,10,15153,17,14000,,2,DST_NODE,,24,,50,,Destination Node,The node ID of the target memory region.,UInt8,8,little_endian,,,,,,,,,,
118,MEM_COPY,1002,Memory Copy,Copy a number of bytes starting at an offset in a source memory region to an offset in a destination memory region.,20,15154,17,14001,,2,DST_TYPE,,24,,,,Destination Type,The memory region ID of the target memory region.,UInt8,8,little_endian,,,,,,,,,,
118,MEM_COPY,1002,Memory Copy,Copy a number of bytes starting at an offset in a source memory region to an offset in a destination memory region.,30,15155,17,14002,,2,DST_SUBTYPE,,24,,,,Destination Sub-Type,The memory region Sub ID of the target memory region.,UInt8,8,little_endian,,,,,,,,,,
118,MEM_COPY,1002,Memory Copy,Copy a number of bytes starting at an offset in a source memory region to an offset in a destination memory region.,40,15156,17,14003,,2,DST_OFFSET,bytes,26,,,,Destination Offset,The offset in bytes into the target memory region where the setting of data begins.,UInt32,32,little_endian,,,,,,,,,,
118,MEM_COPY,1002,Memory Copy,Copy a number of bytes starting at an offset in a source memory region to an offset in a destination memory region.,50,15157,17,14004,,2,DST_NUMBYTES,bytes,26,,,,Destination Number of Bytes,The number of bytes in the target memory region to set.,UInt32,32,little_endian,,,,,,,,,,
118,MEM_COPY,1002,Memory Copy,Copy a number of bytes starting at an offset in a source memory region to an offset in a destination memory region.,60,15158,17,14006,,2,SRC_NODE,,24,,50,,Source Memory Node,The node ID of the source memory region.,UInt8,8,little_endian,,,,,,,,,,
118,MEM_COPY,1002,Memory Copy,Copy a number of bytes starting at an offset in a source memory region to an offset in a destination memory region.,70,15159,17,14007,,2,SRC_TYPE,,24,,,,Source Memory Type,The memory region ID of the source memory region.,UInt8,8,little_endian,,,,,,,,,,
118,MEM_COPY,1002,Memory Copy,Copy a number of bytes starting at an offset in a source memory region to an offset in a destination memory region.,80,15160,17,14008,,2,SRC_SUBTYPE,,24,,,,Source Memory Sub-Type,The memory region Sub ID of the source memory region.,UInt8,8,little_endian,,,,,,,,,,
118,MEM_COPY,1002,Memory Copy,Copy a number of bytes starting at an offset in a source memory region to an offset in a destination memory region.,90,15161,17,14009,,2,SRC_OFFSET,bytes,26,,,,Source Memory Offset,The offset in bytes into the source memory region from where the copy begins.,UInt32,32,little_endian,,,,,,,,,,
119,MEM_SET,1003,Memory Set,Set the number of bytes in a memory region starting at an offset to the value of the PATTERN parameter.,10,15147,12,14000,,2,DST_NODE,,24,,50,,Destination Node,The node ID of the target memory region.,UInt8,8,little_endian,,,,,,,,,,
119,MEM_SET,1003,Memory Set,Set the number of bytes in a memory region starting at an offset to the value of the PATTERN parameter.,20,15148,12,14001,,2,DST_TYPE,,24,,,,Destination Type,The memory region ID of the target memory region.,UInt8,8,little_endian,,,,,,,,,,
119,MEM_SET,1003,Memory Set,Set the number of bytes in a memory region starting at an offset to the value of the PATTERN parameter.,30,15149,12,14002,,2,DST_SUBTYPE,,24,,,,Destination Sub-Type,The memory region Sub ID of the target memory region.,UInt8,8,little_endian,,,,,,,,,,
119,MEM_SET,1003,Memory Set,Set the number of bytes in a memory region starting at an offset to the value of the PATTERN parameter.,40,15150,12,14003,,2,DST_OFFSET,bytes,26,,,,Destination Offset,The offset in bytes into the target memory region where the setting of data begins.,UInt32,32,little_endian,,,,,,,,,,
119,MEM_SET,1003,Memory Set,Set the number of bytes in a memory region starting at an offset to the value of the PATTERN parameter.,50,15151,12,14004,,2,DST_NUMBYTES,bytes,26,,,,Destination Number of Bytes,The number of bytes in the target memory region to set.,UInt32,32,little_endian,,,,,,,,,,
119,MEM_SET,1003,Memory Set,Set the number of bytes in a memory region starting at an offset to the value of the PATTERN parameter.,60,15152,12,14005,,2,PATTERN,,24,,,,Destnation Pattern,The data value used to set the bytes in the target memory region.,UInt8,8,little_endian,,,,,,,,,,
128,RF_INIT,983,Radio/Crypto Initialize,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
129,RF_SHUTDOWN,984,Radio/Crypto Shutdown,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
130,RF_SET_TX_BITRATE,985,Radio Set Tx Bitrate,,10,2400,4,10300,,2,TX_BITRATE,bps,26,,,,Radio TX Bitrate,,UInt32,32,little_endian,,,,,,,,,,
131,RF_SET_TX_MODE,986,Radio Set Tx Mode,,10,2401,1,10301,,2,TX_MODE,,24,,73,,Radio TX Mode,,UInt8,8,little_endian,,,,,,,,,,
132,RF_RDP_ECHO,987,Radio HSRDP Echo,,10,2402,1,10302,,2,ECHO_BYTE,,24,,,,RDP Echo Byte,,UInt8,8,little_endian,,,,,,,,,,
133,RF_RDP_SET_DL_KEY,989,Radio Set RDP Downlink Key Index,,10,2403,1,10303,,2,DL_KEY_INDEX,,24,,,,Downlink Key Table Index,,UInt8,8,little_endian,,,,,,,,,,
134,RF_RDP_SET_UL_KEY,990,Radio Set RDP Uplink Key Index,,10,2404,1,10304,,2,UL_KEY_INDEX,,24,,,,Uplink Key Table Index,,UInt8,8,little_endian,,,,,,,,,,
160,BAT_PMK_SM_CTRL,170,Pumpkin Battery Switch Module MCU Control,Send control commands to the Pumpkin Battery Switch Module MCU based on the action specified in the BAT_PMK_SM_ACTION parameter. Some actions require an additional parameter value provided in BAT_PMK_SM_PARAM.,10,32200,2,32201,,2,BAT_PMK_SM_ACTION,,24,,4902,,Pumpkin Battery Switch Module Control Action,Specified the control action to take.  Some actions require an additional value for BAT_PMK_SM_PARAM.,UInt8,8,little_endian,,,,,,,,,,
