TLM_PKT_NAME,PKT_ID,TLM_PKT_RELID,tlm_pkt_SHORT_DESCRIPTION,tlm_pkt_DESCRIPTION,MAX_LENGTH,SEQUENCE_NUMBER,AGGREGATE_SPEC_RELID,DATA_ITEM_NAME,DATA_ITEM_RELID,data_item_SHORT_DESCRIPTION,data_item_DESCRIPTION,DATA_TYPE_NAME,DATA_TYPE_RELID,NUM_BITS,ARRAY_NAME,ARRAY_RELID,NUM_DIMENSIONS,DIM_1_SIZE,DIM_2_SIZE,ENUM_NAME,ENUM_RELID,CONSTRAINT_RELID,ANALOG_NAME,ANALOG_RELID,ENDIAN_NAME,ENDIAN_RELID
PERFSTAT,126,2282,Performance Monitor Statistics,Each packet Sub ID provides the performance statistics about one scheduler slot.,17,60,16932,perfstat_PERCENT_IDLE,20242,Performance Monitor Stats - Percent Idle,,UInt8,24,8,,,,,,,,,,,little_endian,2
PERFSTAT,126,2282,Performance Monitor Statistics,Each packet Sub ID provides the performance statistics about one scheduler slot.,17,70,16935,perfstat_SCHED_TIME,20243,Performance Monitor Stats - Last Schedue Start Time,,UInt16,25,16,,,,,,,,,,,little_endian,2
BDCB,130,2361,Background Diagnostic Control Block,The global state of the Background Diagnostics module which collects system status at a slow rate.,9,10,17281,bdcb_Cycle_Count,20585,Back Diag CB - Cycle Count,,UInt32,26,32,,,,,,,,,,,little_endian,2
BDCB,130,2361,Background Diagnostic Control Block,The global state of the Background Diagnostics module which collects system status at a slow rate.,9,20,17282,bdcb_Diag_State,20586,Back Diag CB - Activity State,,UInt8,24,8,,,,,,,,,,,little_endian,2
BDCB,130,2361,Background Diagnostic Control Block,The global state of the Background Diagnostics module which collects system status at a slow rate.,9,30,17315,FaultCode,15289,Fault Code,,UInt16,25,16,,,,,,,,,,,little_endian,2
BDCB,130,2361,Background Diagnostic Control Block,The global state of the Background Diagnostics module which collects system status at a slow rate.,9,40,17316,FaultCount,15290,Fault Count,A count of the number of errors reported by this module or subsystem.,UInt16,25,16,,,,,,,,,,,little_endian,2
SHELLCB,131,1500,Linux Shell Control Block,The state of the interface to the bash shell child process maintained by the FSW for executing shell commands.,20,10,1850,shcb_to_shell_fd,1850,Shell Control Block - To Shell File Descriptor,The Linux OS file descriptor of the FIFO used to send text to the shell process.,UInt32,26,32,,,,,,,,,,,little_endian,2
SHELLCB,131,1500,Linux Shell Control Block,The state of the interface to the bash shell child process maintained by the FSW for executing shell commands.,20,20,1851,shcb_from_shell_fd,1851,Shell Control Block - From Shell File Descriptor,The Linux OS file descriptor of the FIFO used to receive text from the shell process.,UInt32,26,32,,,,,,,,,,,little_endian,2
SHELLCB,131,1500,Linux Shell Control Block,The state of the interface to the bash shell child process maintained by the FSW for executing shell commands.,20,30,1852,shcb_read_timer,1852,Shell Control Block - Read Timer,The FSW Timer ID of the timer used to pace checking for new text output from the shell process.,UInt16,25,16,,,,,,,,,,,little_endian,2
SHELLCB,131,1500,Linux Shell Control Block,The state of the interface to the bash shell child process maintained by the FSW for executing shell commands.,20,40,1853,shcb_read_count,1853,Shell Control Block - Read Count,A count of the number of times the FSW has polled the shell output FIFO for new text.,UInt16,25,16,,,,,,,,,,,little_endian,2
SHELLCB,131,1500,Linux Shell Control Block,The state of the interface to the bash shell child process maintained by the FSW for executing shell commands.,20,50,1854,FaultCode,15289,Fault Code,,UInt16,25,16,,,,,,,,,,,little_endian,2
SHELLCB,131,1500,Linux Shell Control Block,The state of the interface to the bash shell child process maintained by the FSW for executing shell commands.,20,60,1855,FaultCount,15290,Fault Count,A count of the number of errors reported by this module or subsystem.,UInt16,25,16,,,,,,,,,,,little_endian,2
SHELLCB,131,1500,Linux Shell Control Block,The state of the interface to the bash shell child process maintained by the FSW for executing shell commands.,20,70,1856,shcb_shell_pid,1856,Shell Control Block - Shell Child Process ID,The Linux OS process ID of the child shell process.,Int32,14,32,,,,,,,,,,,little_endian,2
BDTLM,132,2363,Background Diagnostics System Info Telemetry,The system status values collected by the Background Diagnostics module.,79,10,25301,BD_mem_total_kb,25301,Background Diagnostics - Total RAM,,UInt32,26,32,,,,,,,,,,,little_endian,2
BDTLM,132,2363,Background Diagnostics System Info Telemetry,The system status values collected by the Background Diagnostics module.,79,20,25302,BD_mem_free_kb,25302,Background Diagnostics - Free RAM,,UInt32,26,32,,,,,,,,,,,little_endian,2
BDTLM,132,2363,Background Diagnostics System Info Telemetry,The system status values collected by the Background Diagnostics module.,79,30,25303,BD_mem_used_kb,25303,Background Diagnostics - Used RAM,,UInt32,26,32,,,,,,,,,,,little_endian,2
BDTLM,132,2363,Background Diagnostics System Info Telemetry,The system status values collected by the Background Diagnostics module.,79,40,25304,BD_uptime,25304,Background Diagnostics - System Uptime,,UInt32,26,32,,,,,,,,,,,little_endian,2
BDTLM,132,2363,Background Diagnostics System Info Telemetry,The system status values collected by the Background Diagnostics module.,79,50,25305,BD_idle_time,25305,Background Diagnostics - System Idle Time,,UInt32,26,32,,,,,,,,,,,little_endian,2
BDTLM,132,2363,Background Diagnostics System Info Telemetry,The system status values collected by the Background Diagnostics module.,79,60,25306,BD_active_time,25306,Background Diagnostics - System Active Time,,UInt32,26,32,,,,,,,,,,,little_endian,2
BDTLM,132,2363,Background Diagnostics System Info Telemetry,The system status values collected by the Background Diagnostics module.,79,70,25307,BD_root_fs_size_mb,25307,Background Diagnostics - Root Disk Size,,UInt32,26,32,,,,,,,,,,,little_endian,2
BDTLM,132,2363,Background Diagnostics System Info Telemetry,The system status values collected by the Background Diagnostics module.,79,80,25308,BD_root_fs_used_mb,25308,Background Diagnostics - Root Disk Used,,UInt32,26,32,,,,,,,,,,,little_endian,2
BDTLM,132,2363,Background Diagnostics System Info Telemetry,The system status values collected by the Background Diagnostics module.,79,90,25309,BD_root_fs_available_mb,25309,Background Diagnostics - Root Disk Available,,UInt32,26,32,,,,,,,,,,,little_endian,2
BDTLM,132,2363,Background Diagnostics System Info Telemetry,The system status values collected by the Background Diagnostics module.,79,100,25310,BD_sdcard_fs_size_mb,25310,Background Diagnostics - SD Card Size,,UInt32,26,32,,,,,,,,,,,little_endian,2
BDTLM,132,2363,Background Diagnostics System Info Telemetry,The system status values collected by the Background Diagnostics module.,79,110,25311,BD_sdcard_fs_used_mb,25311,Background Diagnostics - SD Card Used,,UInt32,26,32,,,,,,,,,,,little_endian,2
BDTLM,132,2363,Background Diagnostics System Info Telemetry,The system status values collected by the Background Diagnostics module.,79,120,25312,BD_sdcard_fs_available_mb,25312,Background Diagnostics - SD Card Available,,UInt32,26,32,,,,,,,,,,,little_endian,2
BDTLM,132,2363,Background Diagnostics System Info Telemetry,The system status values collected by the Background Diagnostics module.,79,130,25313,BD_pid,25313,Background Diagnostics - Process PID,,UInt32,26,32,,,,,,,,,,,little_endian,2
BDTLM,132,2363,Background Diagnostics System Info Telemetry,The system status values collected by the Background Diagnostics module.,79,140,25314,BD_minor_faults,25314,Background Diagnostics - Minor Process Faults,,UInt32,26,32,,,,,,,,,,,little_endian,2
BDTLM,132,2363,Background Diagnostics System Info Telemetry,The system status values collected by the Background Diagnostics module.,79,150,25315,BD_major_faults,25315,Background Diagnostics - Major Process Faults,,UInt32,26,32,,,,,,,,,,,little_endian,2
BDTLM,132,2363,Background Diagnostics System Info Telemetry,The system status values collected by the Background Diagnostics module.,79,160,25316,BD_user_mode_time,25316,Background Diagnostics - Process User Mode Time,,UInt32,26,32,,,,,,,,,,,little_endian,2
BDTLM,132,2363,Background Diagnostics System Info Telemetry,The system status values collected by the Background Diagnostics module.,79,170,25317,BD_kernel_mode_time,25317,Background Diagnostics - Process Kernel Mode Time,,UInt32,26,32,,,,,,,,,,,little_endian,2
BDTLM,132,2363,Background Diagnostics System Info Telemetry,The system status values collected by the Background Diagnostics module.,79,180,25318,BD_total_time,25318,Background Diagnostics - Total Process Time,,UInt32,26,32,,,,,,,,,,,little_endian,2
BDTLM,132,2363,Background Diagnostics System Info Telemetry,The system status values collected by the Background Diagnostics module.,79,190,25319,BD_vmem_size,25319,Background Diagnostics - Virtual Memory Size,,UInt32,26,32,,,,,,,,,,,little_endian,2
BDTLM,132,2363,Background Diagnostics System Info Telemetry,The system status values collected by the Background Diagnostics module.,79,200,25320,BD_current_processor_percent,25320,Background Diagnostics - Current Total CPU Utilization,,UInt8,24,8,,,,,,,,,,,little_endian,2
BDTLM,132,2363,Background Diagnostics System Info Telemetry,The system status values collected by the Background Diagnostics module.,79,210,25321,BD_cpu_temp,25321,Background Diagnostics - CPU Temperature,,Int16,7,16,,,,,,,,,,,little_endian,2
SHELLTLM,133,1499,Linux Shell Telemetry,The most recent text output by the bash shell child process.,260,10,1860,shtlm_UpdateCount,1860,Shell Telemetry - Update Count,The counter increments every time the SHELLTLM contains fresh text output from the shell process.,UInt16,25,16,,,,,,,,,,,little_endian,2
SHELLTLM,133,1499,Linux Shell Telemetry,The most recent text output by the bash shell child process.,260,20,1861,shtlm_ReplyLength,1861,Shell Telemetry - Reply Length,This value provides the number of bytes of the shtlm_ReplyString which are valid.,UInt16,25,16,,,,,,,,,,,little_endian,2
SHELLTLM,133,1499,Linux Shell Telemetry,The most recent text output by the bash shell child process.,260,30,1862,shtlm_ReplyString,1862,Shell Telemetry - Reply String,The next portion of text output from the shell process.  The shtlm_ReplyLength item value provides the number of bytes of this string which are valid.,Character,301,8,SHELL_REPLY,1150,1,256,,,,,,,little_endian,2
GPSMCUTLM,135,2600,GPS MCU Telemetry,MCU telemetry values read out from the GPS module.,47,10,28020,GPS_CMD_CNT,24120,GPS Command Count,,UInt32,26,32,,,,,,,,,,,little_endian,2
GPSMCUTLM,135,2600,GPS MCU Telemetry,MCU telemetry values read out from the GPS module.,47,20,28021,GPS_ERR_CNT,24121,GPS Error Count,,UInt8,24,8,,,,,,,,,,,little_endian,2
GPSMCUTLM,135,2600,GPS MCU Telemetry,MCU telemetry values read out from the GPS module.,47,30,28022,GPS_MCU_ST_0L,24122,GPS MCU Self Test 0 Low 32-bits,,UInt32,26,32,,,,,,,,,,,little_endian,2
GPSMCUTLM,135,2600,GPS MCU Telemetry,MCU telemetry values read out from the GPS module.,47,40,28023,GPS_MCU_ST_0H,24123,GPS MCU Self Test 0 High 32-bits,,UInt32,26,32,,,,,,,,,,,little_endian,2
GPSMCUTLM,135,2600,GPS MCU Telemetry,MCU telemetry values read out from the GPS module.,47,50,28024,GPS_MCU_ST_1L,24124,GPS MCU Self Test 1 Low 32-bits,,UInt32,26,32,,,,,,,,,,,little_endian,2
GPSMCUTLM,135,2600,GPS MCU Telemetry,MCU telemetry values read out from the GPS module.,47,60,28025,GPS_MCU_ST_1H,24125,GPS MCU Self Test 1 High 32-bits,,UInt32,26,32,,,,,,,,,,,little_endian,2
GPSMCUTLM,135,2600,GPS MCU Telemetry,MCU telemetry values read out from the GPS module.,47,70,28026,GPS_MCU_ST_2,24126,GPS MCU Self Test 2,,UInt16,25,16,,,,,,,,,,,little_endian,2
GPSMCUTLM,135,2600,GPS MCU Telemetry,MCU telemetry values read out from the GPS module.,47,80,28027,GPS_MCU_ST_3,24127,GPS MCU Self Test 3,,UInt16,25,16,,,,,,,,,,,little_endian,2
GPSMCUTLM,135,2600,GPS MCU Telemetry,MCU telemetry values read out from the GPS module.,47,90,28028,GPS_MCU_ST_4,24128,GPS MCU Self Test 4,,UInt16,25,16,,,,,,,,,,,little_endian,2
GPSMCUTLM,135,2600,GPS MCU Telemetry,MCU telemetry values read out from the GPS module.,47,100,28029,GPS_ELAPSED_TIME,24129,GPS Elapsed Time,,UInt32,26,32,,,,,,,,,,,little_endian,2
GPSMCUTLM,135,2600,GPS MCU Telemetry,MCU telemetry values read out from the GPS module.,47,110,28030,GPS_CONTEXT,24130,GPS Context Switches,,UInt32,26,32,,,,,,,,,,,little_endian,2
GPSMCUTLM,135,2600,GPS MCU Telemetry,MCU telemetry values read out from the GPS module.,47,120,28031,GPS_IDLE_HOOKS,24131,GPS Idle Hooks,,UInt32,26,32,,,,,,,,,,,little_endian,2
GPSMCUTLM,135,2600,GPS MCU Telemetry,MCU telemetry values read out from the GPS module.,47,130,28032,GPS_MCU_LOAD,24132,GPS MCU Load,,Ieee64,29,64,,,,,,,,,,,little_endian,2
MSGRTSER,136,1445,Message Routing Table - Serial Nodes,Each entry in the SER_ROUTES array maps the entry index as a node number to a serial port ID.  This mapping is used when routing messages to and from serial nodes.,64,10,5000,SER_ROUTES,5000,Serial Node Routes,"Each entry in the array represents one node.  The entry value is the serial device number if that node is routed through a serial device, or NONE if the node is not a serial node.",UInt8,24,8,NUM_NODE,1301,1,64,,SERIAL_CB,3681,,,,little_endian,2
MSGRTUDP_CACHE,138,1446,Message Routing UDP Cache,This cache maps entries of the UDP socket table to node ID's for incoming messages.,3,10,5001,UDP_HANDLE,5001,UDP Socket Table Index,The index into the UDP socket table for this port.,UInt16,25,16,,,,,,,,,,,little_endian,2
MSGRTUDP_CACHE,138,1446,Message Routing UDP Cache,This cache maps entries of the UDP socket table to node ID's for incoming messages.,3,20,5002,NODE_ID,5002,Node ID,,UInt8,24,8,,,,,,MSG_NODE,50,,,,little_endian,2
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,10,,guc_TlmCounter,,Version number and Telemetry Counter. 3 msb's are version number. 5 lsbs are a counter used to index the rotating variables.,,UInt8,,8,,,,,,,,,,,big_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,20,,gul_GPStime,,UTC Time in Seconds,,UInt32,,32,,,,,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,30,,guc_timeSubSec,,4 Hz Subsecond counter,,UInt8,,8,,,,,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,40,,gus_cmdValidCntr,,Valid Command Counter,,UInt16,,16,,,,,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,50,,gus_cmdInvalidCntr,,"Invalid Command Counter, Command did not pass command verification.",,UInt16,,16,,,,,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,60,,gus_cmdInvaildChksumCntr,,Invalid Command Checksum Counter. The counter is incremented when an invalid checksum is computed.,,UInt16,,16,,,,,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,70,,guc_LastCommand,,Last valid CCT command received,"Last valid CCT command received. Usually one of the Command IDs in the Commands Section, with the following exceptions: 0xFF == Power On Reset Occurred_0xFE == Brown Out Reset Occurred_ 0xFD == Watch Dog Reset Occurred_0xFC == Stack Overflow Reset Occurred_ 0xFB == Master Clear Reset Occurred",UInt8,,8,,,,,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,80,,gus_acsMode,,Commanded ACS Mode,Commanded ACS Mode_0== Test Mode_ 1== Rate Nulling_ 2== Reserved_ 3 == Nadir Pointing_ 4==Lat/Lon Pointing_ 5==Qbx Mode_ 6==Reserved_ 7 == Normal-Sun_ 8==Lat/Long-Sun_ 9==Qinertial,UInt8,,8,,,,,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,90,,gus_css,,Raw sun sensor outputs (lsb),Raw sun sensor outputs (lsb) 0:1023 lsb==0-3.3v,UInt16,,16,GUS_CSS,,1,6,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,150,,gus_eclipseFlag,,Eclipse flag,Eclipsed ==1 _ Not Eclipsed==0,UInt8,,8,,,,,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,160,,gs_sunVec_b,,Unit Sun Vector in Body Frame,Unit Sun Vector in Body Frame -32767 : +32767 lsb == -1 : +1,Int16,,16,GS_SUNVEC_B,,1,3,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,190,,gs_iBfield_meas,,Magnetometer Reading (inc. bias and gain), -32767 : +32767 lsb  31.24 lsb/uT,Int16,,16,GS_IB_FIELD,,1,3,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,220,,gf_Bd,,Rate of Change of Magnetic field Vector in Body Frame,Rate of Change of Magnetic field Vector in Body Frame Tesla/sec,Ieee32,,32,GF_BD,,1,3,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,250,,gs_rwsSpeedCmd,,RWS Commanded Wheel Speed,"(in Pulses Per Second, 15?/pulse), limited in acceleration to ~100 RPM/sec",Int16,,16,GS_RWS_SPD_CMD,,1,3,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,280,,gs_rwsSpeedTach,,RWS Wheel Speeds,(from Tach sensor in 0.05RPM/lsb),Int16,,16,GS_RWS_TACH,,1,3,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,310,,gf_rwaTorqueCmd,,Commanded Wheel Torque computed by ADACS (mNm),Commanded Wheel Torque computed by ADACS (mNm),Ieee32,,32,GF_RWA_TORQUE_CMD,,1,3,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,340,,gc_rwaTorqueCmd,,RWS Torque Command to wheel,0:127 lsb   0.005 mNm/lsb,Int8,,8,GC_RWA_TORQUE_CMD,,1,3,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,370,,gf_torqueCoilCmd,,Torque Coil Command computed by ADACS (Am2),,Ieee32,,32,GF_TORQUE_COIL_CMD,,1,3,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,400,,gc_torqueCoilCmd,,Torque Coil Command (lsb)  -127 : 127 lsb,,Int8,,8,GC_TORQUE_COIL_CMD,,1,3,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,430,,gs_Qbo_Cmd,,Commanded orbit-to-body quaternion,Commanded orbit-to-body quaternion  -32767 : +32767 lsb  -1 : +1  Scalar Last,Int16,,16,GS_QBO_CMD,,1,4,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,470,,gs_Qbo_hat,,Current Estimated Orbit-to-Body Quaternion,Commanded orbit-to-body quaternion  -32767 : +32767 lsb  -1 : +1  Scalar Last,Int16,,16,GS_QBO_HAT,,1,4,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,510,,gf_angleToGo,,Angle to Go in radians,,Ieee32,,32,,,,,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,520,,gs_Qerror,,Error between command and estimate Qbo,Commanded orbit-to-body quaternion  -32767 : +32767 lsb  -1 : +1  Scalar Last,Int16,,16,GS_GERROR,,1,4,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,560,,gf_Omega_b,,Body rate in body frame (rad/sec).,,Ieee32,,32,GF_OMEGA_B,,1,3,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,590,,g_RotatingVariable_A,,See definition in doc,,Int8,,8,,,1,4,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,630,,g_RotatingVariable_B,,See definition in doc,,Int8,,8,,,1,4,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,670,,g_RotatingVariable_C,,See definition in doc,,Int8,,8,,,1,4,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,710,,gs_Nb,,Nadir vector in Body X,,Int16,,16,GS_NB,,1,3,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,740,,gs_Neci,,Nadir vector in ECI frame X,,Int16,,16,GS_NECI,,1,3,,,,,,,little_endian
ACSMAI,139,,MAI ADCS Telemetry,Telemetry values for the MAI-400 ADCS,149,770,,Checksum,,16 bit sum (no carry) of all the bytes in the message packet excluding the checksum.,,UInt16,,16,,,,,,,,,,,little_endian
BATPMKCB,144,2601,Pumpkin Battery Control Block,FSW state for the Pumpkin Battery module interface.,13,10,31000,BAT_PMK_I2C_FD,31000,Pumpkin Battery I2C Device File,The OS file descriptor returned by the open() function on the I2C device.,Int32,14,32,,,,,,,,,,,little_endian,2
BATPMKCB,144,2601,Pumpkin Battery Control Block,FSW state for the Pumpkin Battery module interface.,13,20,31001,BAT_PMK_ACQ_STATE,31001,Pumpkin Battery Telemetry Acqusition State,The acquisition state of the Pumpkin Battery collection activity.,UInt8,24,8,,,,,,BAT_ACQ_STATE,101,,,,little_endian,2
BATPMKCB,144,2601,Pumpkin Battery Control Block,FSW state for the Pumpkin Battery module interface.,13,30,31002,BAT_PMK_SAMPLE_IDX,31002,Pumpkin Battery Telemetry Sample Index,The index of the item being processed in the Pumpkin Battery telemetry list,UInt8,24,8,,,,,,,,,,,little_endian,2
BATPMKCB,144,2601,Pumpkin Battery Control Block,FSW state for the Pumpkin Battery module interface.,13,40,31003,BAT_PMK_REP_CNT,31003,Pumpkin Battery Telemetry Report Count,A running count of the number of times the list of Pumpkin Battery telemetry items has been cycled through.,UInt16,25,16,,,,,,,,,,,little_endian,2
BATPMKCB,144,2601,Pumpkin Battery Control Block,FSW state for the Pumpkin Battery module interface.,13,45,31006,BAT_PMK_LAST_FUN_ID,31006,Pumpkin Battery Last Function ID,The function ID of the last BM2 function called,UInt8,24,8,,,,,,,,,,,little_endian,2
BATPMKCB,144,2601,Pumpkin Battery Control Block,FSW state for the Pumpkin Battery module interface.,13,50,31004,BAT_PMK_FAULT_CODE,31004,Pumpkin Battery MCU Fault Code,Most recent fault code reported by this module or subsystem,UInt16,25,16,,,,,,,,,,,little_endian,2
BATPMKCB,144,2601,Pumpkin Battery Control Block,FSW state for the Pumpkin Battery module interface.,13,60,31005,BAT_PMK_FAULT_CNT,31005,Pumpkin Battery MCU Fault Count,A count of the number of errors reported by this module or subsystem.,UInt16,25,16,,,,,,,,,,,little_endian,2
BATPMKTLM,145,2602,Pumpkin Battery Telemetry,Telemetry from the Pumpkin Battery BM2 SupMCU and TI BQ34Z653 gas gauge chip that is interfaced to the BM2,224,10,31100,BAT_PMK_CMD_CNT,31100,Pumpkin Battery MCU Command Count,,UInt32,26,32,,,,,,,,,,,little_endian,2
BATPMKTLM,145,2602,Pumpkin Battery Telemetry,Telemetry from the Pumpkin Battery BM2 SupMCU and TI BQ34Z653 gas gauge chip that is interfaced to the BM2,224,20,31101,BAT_PMK_ERR_CNT,31101,Pumpkin Battery MCU Error Count,,UInt8,24,8,,,,,,,,,,,little_endian,2
BATPMKTLM,145,2602,Pumpkin Battery Telemetry,Telemetry from the Pumpkin Battery BM2 SupMCU and TI BQ34Z653 gas gauge chip that is interfaced to the BM2,224,30,31102,BAT_PMK_ST_0L,31102,Pumpkin Battery MCU Self Test 0 Low 32-bits,,UInt32,26,32,,,,,,,,,,,little_endian,2
BATPMKTLM,145,2602,Pumpkin Battery Telemetry,Telemetry from the Pumpkin Battery BM2 SupMCU and TI BQ34Z653 gas gauge chip that is interfaced to the BM2,224,40,31103,BAT_PMK_ST_0H,31103,Pumpkin Battery MCU Self Test 0 High 32-bits,,UInt32,26,32,,,,,,,,,,,little_endian,2
BATPMKTLM,145,2602,Pumpkin Battery Telemetry,Telemetry from the Pumpkin Battery BM2 SupMCU and TI BQ34Z653 gas gauge chip that is interfaced to the BM2,224,50,31104,BAT_PMK_ST_1L,31104,Pumpkin Battery MCU Self Test 1 Low 32-bits,,UInt32,26,32,,,,,,,,,,,little_endian,2
BATPMKTLM,145,2602,Pumpkin Battery Telemetry,Telemetry from the Pumpkin Battery BM2 SupMCU and TI BQ34Z653 gas gauge chip that is interfaced to the BM2,224,60,31105,BAT_PMK_ST_1H,31105,Pumpkin Battery MCU Self Test 1 High 32-bits,,UInt32,26,32,,,,,,,,,,,little_endian,2
BATPMKTLM,145,2602,Pumpkin Battery Telemetry,Telemetry from the Pumpkin Battery BM2 SupMCU and TI BQ34Z653 gas gauge chip that is interfaced to the BM2,224,70,31106,BAT_PMK_ST_2,31106,Pumpkin Battery MCU Self Test 2,,UInt16,25,16,,,,,,,,,,,little_endian,2
BATPMKTLM,145,2602,Pumpkin Battery Telemetry,Telemetry from the Pumpkin Battery BM2 SupMCU and TI BQ34Z653 gas gauge chip that is interfaced to the BM2,224,80,31107,BAT_PMK_ST_3,31107,Pumpkin Battery MCU Self Test 3,,UInt16,25,16,,,,,,,,,,,little_endian,2
BATPMKTLM,145,2602,Pumpkin Battery Telemetry,Telemetry from the Pumpkin Battery BM2 SupMCU and TI BQ34Z653 gas gauge chip that is interfaced to the BM2,224,90,31108,BAT_PMK_ST_4,31108,Pumpkin Battery MCU Self Test 4,,UInt16,25,16,,,,,,,,,,,little_endian,2
BATPMKTLM,145,2602,Pumpkin Battery Telemetry,Telemetry from the Pumpkin Battery BM2 SupMCU and TI BQ34Z653 gas gauge chip that is interfaced to the BM2,224,100,31109,BAT_PMK_TIME,31109,Pumpkin Battery MCU Elapsed Time,,UInt32,26,32,,,,,,,,,,,little_endian,2
BATPMKTLM,145,2602,Pumpkin Battery Telemetry,Telemetry from the Pumpkin Battery BM2 SupMCU and TI BQ34Z653 gas gauge chip that is interfaced to the BM2,224,110,31110,BAT_PMK_CONTEXT,31110,Pumpkin Battery MCU Context Switches,,UInt32,26,32,,,,,,,,,,,little_endian,2
BATPMKTLM,145,2602,Pumpkin Battery Telemetry,Telemetry from the Pumpkin Battery BM2 SupMCU and TI BQ34Z653 gas gauge chip that is interfaced to the BM2,224,120,31111,BAT_PMK_IDLE,31111,Pumpkin Battery MCU Idle Hooks,,UInt32,26,32,,,,,,,,,,,little_endian,2
BATPMKTLM,145,2602,Pumpkin Battery Telemetry,Telemetry from the Pumpkin Battery BM2 SupMCU and TI BQ34Z653 gas gauge chip that is interfaced to the BM2,224,130,31112,BAT_PMK_LOAD,31112,Pumpkin Battery MCU Load,,Ieee64,29,64,,,,,,,,,,,little_endian,2
BATPMKTLM,145,2602,Pumpkin Battery Telemetry,Telemetry from the Pumpkin Battery BM2 SupMCU and TI BQ34Z653 gas gauge chip that is interfaced to the BM2,224,160,31115,BAT_PMK_TEMP,31115,Pumpkin Battery Temperature,"Temperature as measured by the bq34z653.  The source of the measured temperature is configured by the [TEMP1], [TEMP0] bits in the Operation Cfg A register.",UInt16,25,16,,,,,,,,,BAT_PMK_TEMP,600,little_endian,2
BATPMKTLM,145,2602,Pumpkin Battery Telemetry,Telemetry from the Pumpkin Battery BM2 SupMCU and TI BQ34Z653 gas gauge chip that is interfaced to the BM2,224,170,31116,BAT_PMK_VOLT,31116,Pumpkin Battery Voltage,Sum of the individual cell voltage measurements.,UInt16,25,16,,,,,,,,,,,little_endian,2
BATPMKTLM,145,2602,Pumpkin Battery Telemetry,Telemetry from the Pumpkin Battery BM2 SupMCU and TI BQ34Z653 gas gauge chip that is interfaced to the BM2,224,180,31117,BAT_PMK_CURR,31117,Pumpkin Battery Current,Measured current being supplied (or accepted) by the battery. A positive value indicates charge current and a negative value indicates discharge.,Int16,7,16,,,,,,,,,,,little_endian,2
